id,timestamp,model_name,essay_id,condition,feedback_text,word_count,char_count,ttr,sentiment_compound,sentiment_pos,sentiment_neg,warmth_count,competence_count,hedging_count,directive_count,warmth_per100,competence_per100,hedging_per100,directive_per100
1,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear central concern: widespread AI use is reshaping coursework in a way that feels unfair to students who do their own work, and you argue that a university-level ban is the right response. That’s a focused, arguable claim, and your personal stake (protecting academic integrity) gives the piece energy. To make the argument stronger on the page, though, you’ll need to move from broad assertions (“every student in my class uses AI,” “even some faculty…”) to specific, supportable evidence and clearer definitions. What exactly counts as “AI” in your argument (grammar tools, tutoring chatbots, code assistants, image generators)? What does a “ban” look like in practice—ban on generating full responses, ban on any AI-assisted drafting, ban only during exams? Right now, the claim is strong but the boundaries are fuzzy, which leaves readers room to dismiss your position as unrealistic rather than engaging with it.

Your tone is passionate and urgent, which can be effective, but it sometimes slips into language that may alienate readers you need to persuade (especially classmates and instructors). Phrases like “absolutely ridiculous” and “AI slop” communicate frustration, but they also sound dismissive and can make the piece feel like a vent rather than a reasoned argument. Consider revising toward a more precise, academic voice: describe the problem (unequal effort, grade distortions, weakened learning outcomes) in concrete terms, and let your examples and reasoning carry the force. Also, be careful with nostalgia (“back in the day…”) and absolute predictions (“creativity dies”), which can read as overgeneralizations; you can keep the concern but frame it as a risk you can explain and document rather than a guaranteed outcome.

For improvement, focus on structure, evidence, and revision at the sentence level. Structurally, try: (1) introduce the problem and define your terms, (2) present 2–3 reasons a ban (or a narrower policy) is necessary, each with an example or source, (3) address a counterargument (e.g., AI as accessibility support, tutoring, language help, or career preparation), and (4) propose a practical policy with enforcement and equity in mind. Evidence could include your institution’s academic integrity policy, a short quotation from a syllabus, research on AI and learning, or a specific scenario showing how AI shifts grading. Finally, you have several run-on sentences and agreement issues (“commonplace,” “an everyday,” “appliances”), so breaking long sentences into shorter ones and proofreading for clarity will make your writing sharper and more persuasive.",402,2627,0.6172839506172839,0.9546,0.134,0.091,1,6,3,2,0.24875621890547264,1.4925373134328357,0.7462686567164178,0.4975124378109453
2,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear, passionate central claim: you support banning AI at the university level because you believe it undermines learning, fairness, and creativity. That conviction comes through strongly, and the reader can tell you’re writing from direct experience. Where your argument needs strengthening is in how you move from personal frustration (“every student in my class uses AI”) to a broad policy conclusion (a university-wide ban). Right now, the piece leans on sweeping statements and predictions (“we are all regurgitating AI slop,” “creativity dies”) without enough concrete support. To make your claim persuasive to readers who don’t already agree, you’ll want to define key terms (what counts as “AI use” vs. “cheating”?), clarify the scope (ban AI in all contexts or only for graded work?), and add evidence beyond observation—examples of specific classroom situations, references to academic integrity policies, or research on learning outcomes and AI-assisted writing.

Your tone is intense and urgent, which can be effective, but at points it becomes more accusatory than argumentative. Phrases like “absolutely ridiculous” and “AI slop” communicate anger, yet they can also push skeptical readers away or make your stance feel reactive rather than reasoned. Consider shifting from condemnation to credibility: acknowledge why students use AI (time pressure, unclear expectations, tutoring gaps), concede limited benefits (accessibility, brainstorming, feedback), and then explain why those benefits still don’t justify unrestricted use in graded work. If you want to critique faculty AI use, you’ll also need to handle that claim carefully—either provide a specific example or frame it as a concern about transparency and course design rather than an accusation. A more measured tone will help you sound like someone proposing a workable policy, not only venting about an unfair system.

For improvement, focus on structure and specificity. Start with a revised thesis that includes your “because” reasons and your proposed solution (e.g., a ban on AI-generated submission, required disclosure of AI assistance, or AI-free assessments), then organize body paragraphs around separate claims: (1) fairness/assessment validity, (2) learning and skill development, (3) long-term creativity/knowledge concerns. Add one or two concrete examples in each section—what an AI-assisted take-home test looks like, how it changes studying, what you’ve observed about grading outcomes. Finally, your sentences are often very long and run together; break them up to improve clarity and control, and watch agreement issues (“an everyday appliance,” “everyday appliances,” “a” vs. “an”). With clearer definitions, evidence, and a more controlled tone, your piece can move from a strong complaint to a convincing argument.",417,2829,0.6304849884526559,0.9495,0.15,0.099,1,4,2,2,0.2398081534772182,0.9592326139088728,0.4796163069544364,0.4796163069544364
3,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear, urgent claim: AI has changed schoolwork in a way that feels unfair to students who do the work themselves, and you argue the university should ban AI use beyond limited “assistive” functions. That’s a strong starting position, and your personal stake (integrity, effort, grading equity) gives the piece energy. To make the argument convincing to readers who don’t already agree with you, though, you’ll need to move from broad statements (“every student in my class uses AI,” “assignments have become trivial”) to specific, supportable evidence and clearer reasoning. What kinds of assignments are being undermined? How do you know AI use is widespread, and how is it affecting outcomes (grades, learning, skills)? Also, your conclusion currently contains a tension: you “support the ban” but also permit AI “as a tool to assist academic endeavors.” Those two ideas can work together, but only if you define where the line is—what counts as “assist,” what counts as doing the work, and how the university could reasonably enforce that boundary.

Your tone is passionate and readable, but at times it slides into language that may alienate your audience or make your claims feel overstated. Phrases like “absolutely ridiculous,” “AI slop,” and “we must immediately stop this” create a moral indictment that can sound more like a rant than an argument, especially for academic readers who expect measured claims and careful qualifiers. You can keep the urgency while tightening the rhetoric: focus on fairness, learning outcomes, and academic standards rather than on calling other students lazy or implying faculty are careless. Consider reframing some lines to emphasize systems over individuals (e.g., “current policies and assignment designs make it easy to substitute AI output for learning”), and incorporate at least one fair counterargument—accessibility benefits, language support, tutoring-like uses, workplace relevance—then explain why your policy still makes sense despite those benefits.

For revision, start by giving yourself a sharper thesis and roadmap early: one sentence that states what you want universities to do, why, and on what grounds (fairness, skill development, credibility of grades). Then organize the body into distinct points with concrete examples (a take-home exam where AI can generate full answers; a writing assignment where originality and voice matter; a problem set where step-by-step reasoning is the learning). You’ll also want to define key terms: “AI” (ChatGPT? Grammarly? calculators?), “ban” (campus-wide prohibition or assignment-by-assignment?), and “assist” (brainstorming, outlining, grammar checks, citing sources?)—and propose a workable policy (e.g., disclosure requirements, AI-free assessments, process-based grading, or limited approved tools). Finally, spend time polishing sentence structure and grammar: many sentences run on with multiple clauses, which dilutes your point. Breaking them into shorter, precise sentences will make your argument feel more controlled, credible, and persuasive.",453,3075,0.6186440677966102,0.9568,0.121,0.076,1,4,3,3,0.22075055187637968,0.8830022075055187,0.6622516556291391,0.6622516556291391
4,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"You’ve got a clear central claim—AI use in university should be banned beyond limited “assistance”—and you ground it in a real problem: fairness and the erosion of learning when students outsource thinking. The draft’s energy helps communicate urgency, but your argument currently leans heavily on personal experience and sweeping statements (“every student,” “even some faculty”) without evidence. To make the claim persuasive to readers who don’t already agree with you, tighten the thesis into a specific, arguable policy position (what exactly should be banned, in which contexts, and why), and then support it with concrete reasons and examples. For instance, you could separate your reasons into a few distinct claims—(1) academic integrity/fairness, (2) loss of skill development, (3) devaluation of assessment—and then explain how each connects to your conclusion.

Your tone is passionate and morally engaged, which can be effective, but right now it sometimes shifts into exaggeration and resentment (“AI slop,” “absolutely ridiculous,” “creativity dies”). That language risks pushing neutral readers away or making your argument sound more like a vent than a proposal. Consider revising toward a firm but measured tone: describe the problem, the stakes, and the consequences with precision rather than intensity. Also watch the way you portray other students and faculty—accusations without proof can undermine your credibility. A stronger rhetorical move is to acknowledge that some AI use can be legitimate (brainstorming, accessibility, tutoring, proofreading) and then argue why those uses should be clearly disclosed or limited, while replacing “ban everything” with a policy that targets the specific harms you identify.

For improvement, focus on clarity, structure, and definition. Right now the piece is one long paragraph with several run-on sentences, which makes your ideas harder to follow; break it into paragraphs with topic sentences and revise for sentence boundaries. Define key terms early: what counts as “AI” (ChatGPT? Grammarly? calculators?), what counts as “assist,” and what counts as unacceptable use. Add at least one counterargument and respond to it (e.g., “AI is inevitable; banning it is unenforceable,” or “AI can help learning when used transparently”), then explain why your approach is still better. Finally, consider offering a realistic alternative to a total ban—such as AI-use disclosure requirements, redesigned assessments (in-class writing, process drafts, oral defenses), and explicit guidelines—so your conclusion feels actionable rather than purely alarmed.",382,2613,0.6243654822335025,0.8004,0.129,0.11,1,3,3,3,0.2617801047120419,0.7853403141361256,0.7853403141361256,0.7853403141361256
5,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your central argument is clear: you believe AI has shifted schoolwork from learning to outsourcing, and that this undermines fairness, effort, and creativity—so you support a university-level ban (with limited “assistive” use). The draft has energy and a strong sense of stakes, and your best moves are the concrete comparisons (AI as an “appliance,” “take-home tests redundant,” “regurgitating AI”) that help readers visualize what you’re worried about. To strengthen the argument, tighten your claim into a more precise thesis with defined boundaries: *What exactly should be banned (ChatGPT-style text generation? AI math solvers? grammar checkers? coding assistants?) and in which contexts (take-home exams, essays, problem sets, discussion posts)?* Right now, the ending says both “ban AI” and “beyond a tool to assist academic endeavors,” which can sound contradictory unless you specify what “assist” means and what crosses the line into substitution.

Your tone is passionate and morally serious, which can be effective, but it sometimes drifts into sweeping statements that a skeptical academic reader will push back on (“Every student in my class uses AI,” “even some faculty,” “AI slop,” “creativity dies”). Those lines communicate frustration, but they also risk making your stance seem more emotional than evidence-based. Consider replacing absolutes with more careful phrasing (“many students,” “I’ve seen classmates,” “it can encourage low-effort responses”) and adding a moment of acknowledgement that readers may value AI for legitimate reasons (accessibility, tutoring, brainstorming, translation, learning support). Addressing that counterargument directly—and then explaining why you still think a ban is the best policy—will make you sound fair-minded and harder to dismiss.

For revision, focus on organization and support. Try a structure like: (1) define the problem (what you’re seeing and why it matters), (2) explain harms (fairness/learning/assessment validity), (3) propose a specific policy (what’s banned vs. allowed, how it’s enforced, and what alternatives instructors should use), and (4) conclude with the bigger stakes. Add at least one or two concrete examples or sources—campus policy debates, studies on learning outcomes, or even a short anecdote with specific details—so the essay relies less on generalizations. On the sentence level, you’ll also want to break up run-on sentences and fix a few consistency issues (“commonplace,” “an everyday appliance,” “unlike everyday appliances,” “a tool…not our arms and legs”). Your ideas are strong; the next step is to make the claims narrower, better supported, and more academically controlled so your audience follows you all the way to the policy conclusion.",403,2746,0.6342042755344418,0.9327,0.129,0.096,1,4,1,2,0.24813895781637718,0.9925558312655087,0.24813895781637718,0.49627791563275436
6,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear central claim—AI use should be banned at the university level—and you build urgency by linking AI to fairness (“someone who hasn’t put in half the effort…scores above me”) and to long-term consequences (loss of creativity, replacement of learning with “prompt engineering”). That said, the argument currently relies on broad statements (“Every student in my class uses AI,” “even some faculty…”) rather than verifiable evidence. To make your claim persuasive to readers who aren’t already on your side, you’ll need to define key terms (what counts as “AI”? grammar checkers? tutoring-style chatbots? citation tools?) and narrow the scope of your ban (in which courses, assignments, or contexts?). Consider adding specific examples (a particular type of assignment that becomes meaningless with AI; a concrete scenario where integrity is undermined) and at least one source or data point (university policy, a study on learning outcomes, an academic integrity report). Right now, the draft has strong conviction, but it needs clearer boundaries and support so it reads as an argument—not just a justified frustration.

Your tone is passionate and, at times, accusatory, which creates energy but can also make readers defensive. Phrases like “absolutely ridiculous” and “AI slop” communicate how fed up you are, but they risk undercutting your credibility with an academic audience—especially when you’re asking for a policy-level response. You can keep your intensity while shifting toward a more measured, analytical voice: name the problem, explain the stakes, and show why your solution follows. Also, watch for nostalgia-based framing (“back in the day…”) because it can come across as moralizing rather than reasoning; instead, focus on what educational goals you believe assignments should measure (practice, mastery, critical thinking, original synthesis) and how AI changes that measurement.

For revision, I’d recommend reorganizing into a more deliberate structure: (1) introduction with a precise thesis and definitions; (2) body paragraphs that each make one claim with evidence (fairness/assessment validity; learning and skill development; institutional responsibility); (3) a paragraph that addresses a counterargument (e.g., AI as accessibility support, workplace relevance, or equity) and explains why your policy still makes sense or how you’d accommodate exceptions; (4) a conclusion that proposes a realistic solution. Even if you still argue for a ban, you’ll strengthen your credibility by proposing enforceable guidelines (in-class writing, oral defenses, process drafts, disclosure requirements) and by acknowledging gray areas instead of treating all AI use as identical. Finally, do a sentence-level edit for clarity and precision—several sentences run on, and tightening them will make your reasoning sharper and harder to dismiss.",423,2880,0.6409090909090909,0.9748,0.123,0.063,0,5,2,3,0.0,1.1820330969267139,0.4728132387706856,0.7092198581560284
7,2026-02-27 11:41:37,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear, urgent central claim: AI use has made academic work feel unfair and hollow, and you ultimately argue for a university-level ban. The strongest part of your argument is the ethical tension you name—students who do the work “manually” can be disadvantaged compared to students who outsource thinking to a tool. Right now, though, the essay leans heavily on personal experience and broad statements (“every student in my class uses AI,” “even some faculty…”) without evidence or specific examples. To persuade readers beyond those who already agree with you, you’ll want to define your key terms (what counts as “AI use”? brainstorming? grammar checking? generating full answers?) and narrow the scope: are you arguing for a ban on submitting AI-generated work, a ban on AI tools during assessments, or a full prohibition of AI-assisted writing? Those are different policies with different justifications, and clarifying that will make your claim more precise and defensible.

Your tone is passionate and readable, and your frustration comes through clearly—which can be a strength in an argument about academic integrity. At the same time, some phrasing (“AI slop,” “absolutely ridiculous”) risks sounding more like a rant than a reasoned case, especially for an academic audience that may include instructors who use AI responsibly or students who rely on accessibility tools. You can keep the urgency while building credibility by balancing strong language with measured reasoning: acknowledge why AI appeals to students (time pressure, workload, anxiety, unclear expectations), and then explain why those reasons still don’t justify certain uses. Also consider including a brief counterargument paragraph (“Some argue AI can support learning by…”) and then respond to it—this will strengthen your ethos and show you’re thinking critically rather than only reacting.

For improvement, focus on structure and support. Break up the long opening sentence and several run-ons into shorter, controlled sentences so your points land cleanly. Consider organizing the essay into: (1) the problem (what’s happening and why it matters), (2) the harms (fairness, learning loss, creativity, trust), (3) the solution (what policy you propose), and (4) implementation (how it would work and what exceptions exist—e.g., disability accommodations, citation/transparent use, or discipline-specific tools). If you still want to argue for a ban, you’ll need to address feasibility and enforcement: how would instructors detect violations, and what prevents the policy from punishing honest students? Alternatively, you might find your argument becomes even stronger if you advocate for a targeted policy (clear rules + transparent attribution + assessment redesign) rather than a total ban. Either way, adding concrete examples, clearer definitions, and a more structured progression will turn your strong feelings into a persuasive academic argument.",442,2956,0.5995575221238938,-0.9475,0.125,0.149,2,4,3,2,0.4524886877828055,0.904977375565611,0.6787330316742082,0.4524886877828055
8,2026-02-27 11:41:38,openai/gpt-5.2,essay_1_outrage,He/Him,"You have a clear, forceful central claim: AI use in college has undermined meaningful learning and fair evaluation, so you support banning it at the university level (with limited “tool” exceptions). That’s an arguable thesis with real stakes, and your draft conveys why you care—academic integrity, effort, and the purpose of assignments. To strengthen the argument, though, you’ll need to sharpen what you mean by “AI” (spellcheck? Grammarly? ChatGPT-style text generation? code assistants?) and what you mean by a “ban” (in all courses, or only for graded work, or only for certain tasks?). Right now, you argue both “AI should be treated as a tool” and “ban AI at university level,” which can sound contradictory unless you define exactly what uses you would still permit and why.

Your tone is passionate and urgent, which can be effective, but it sometimes leans into sweeping claims and loaded language that may make skeptical readers tune out. Phrases like “Every student in my class uses AI,” “AI slop,” and “back in the day” are emotionally vivid, but they read as overgeneralizations or nostalgia rather than evidence-based reasoning. If your goal is to persuade an academic audience (faculty, administrators, or classmates), aim for a steadier, more precise tone: replace absolute statements with qualified ones (“many students,” “in my experience,” “in several courses”) and focus on describing harms in concrete terms (grade inflation, reduced skill development, difficulty assessing authorship) rather than insulting the output or the people using it.

For improvement, focus on structure and support. Consider organizing the essay around 2–3 specific harms (fairness/grades, learning outcomes, assignment design) and, for each, provide an example from your experience plus a broader reason it matters. Then include at least one counterargument—e.g., AI as an accessibility support, a brainstorming tutor, or a way to learn faster—and explain why those benefits don’t outweigh the costs *or* how your policy could preserve benefits while preventing abuse. Finally, revise for clarity and sentence control: several sentences run long and rely on commas where you need periods; watch article/number agreement (“an everyday appliance,” “appliances”), and tighten phrasing so your strongest points don’t get buried. If you revise with clearer definitions, a more measured tone, and specific evidence, your argument will feel much harder to dismiss.",374,2459,0.6571428571428571,0.9287,0.133,0.092,0,3,3,1,0.0,0.8021390374331552,0.8021390374331552,0.267379679144385
9,2026-02-27 11:41:38,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft makes a clear, passionate argument: you believe widespread AI use is undermining learning, fairness, and creativity, and you ultimately call for a university-level ban. The urgency comes through, and you do a good job explaining the “why” behind your stance—especially the idea that when AI replaces the struggle of working through a problem, students lose the chance to actually learn. Right now, though, your argument leans heavily on broad claims (“every student in my class uses AI,” “even some faculty…”) without evidence, which makes your position easier to dismiss. Consider strengthening your credibility by defining what counts as “AI use” (spellcheck? Grammarly? ChatGPT for outlining? generating full answers?) and then supporting your claims with concrete examples: a specific type of assignment where AI makes the task “trivial,” a pattern you’ve observed, or even a brief reference to a policy, study, or survey about student AI use. Also, your thesis at the end is a bit split: you say AI is a tool that can assist academic endeavors, but you also “fully support the ban.” You’ll want to clarify what exactly you’re banning and what you still allow.

Your tone is forceful and morally charged, which can be effective, but some phrases (“AI slop,” “absolutely ridiculous”) risk sounding more like a rant than an academic argument. If your audience includes instructors or administrators—people you’re trying to persuade—dialing back the heat and increasing precision will make your message stronger. You can still communicate frustration while using language that signals fairness and seriousness (e.g., “This creates an uneven playing field,” “This weakens skill development,” “This pressures students to compromise integrity”). It would also help to acknowledge a reasonable counterargument: some students use AI as accessibility support (language barriers, disability accommodations, brainstorming), and some disciplines may legitimately integrate AI as a professional tool. If you address that honestly and then explain why your policy proposal still stands (or how it could make exceptions), you’ll come across as more credible and thoughtful.

For revision, focus on structure and specificity. Break up long sentences (your opening sentence especially) and organize the essay into clear moves: (1) the problem (what AI use is doing to learning and fairness), (2) the consequences (skills, integrity, classroom trust), (3) the solution (what policy you want and how it would work). Right now, “ban AI” is too broad to be workable—propose something enforceable, like banning undisclosed AI-generated content on graded work, requiring disclosure statements, redesigning assessments (in-class writing, process drafts, oral reflections), or allowing limited AI use for brainstorming with citation. Finally, add a few concrete examples of assignments and what “academic integrity” looks like in those cases—show me the line you want the university to draw, and why that line is the most fair.",456,3017,0.5781584582441114,0.989,0.156,0.081,1,2,2,1,0.21929824561403508,0.43859649122807015,0.43859649122807015,0.21929824561403508
10,2026-02-27 11:41:38,openai/gpt-5.2,essay_1_outrage,He/Him,"Your draft has a clear central claim—AI use in university should be banned beyond limited “assisting” functions—and your strongest asset is the urgency you bring to the topic. Right now, though, the argument leans heavily on generalizations (“every student in my class uses AI,” “even some faculty”) and personal frustration as proof. To make your position persuasive to readers who don’t already agree with you, you’ll want to narrow and define what you mean by “AI” (ChatGPT-style text generation? grammar checkers? calculators? coding assistants?) and what “ban” would actually cover. As written, your thesis risks sounding absolute while also leaving wiggle room (“beyond a tool to assist”)—so consider revising to a more precise claim like: *Universities should prohibit undisclosed AI-generated content in graded work, require transparency, and redesign assessments to prioritize process and original thinking.* Precision will make your stance harder to dismiss.

Your tone is passionate and morally serious, which fits a piece about academic integrity, but it sometimes shifts into language that may alienate your audience (“AI slop,” “absolutely ridiculous,” “regurgitating”). If your goal is to convince classmates or faculty, you’ll be more effective if you keep the intensity while reducing insults and mind-reading about others’ motives. Try framing concerns as systems and incentives rather than as bad individuals: instead of “someone who hasn’t put in half the effort,” you could say that AI changes the relationship between effort and outcomes and can undermine fair evaluation. Also, “back in the day” is vague; if you want to contrast past and present, specify what changed (assessment design, access to information, expectations about drafts, collaboration, etc.) and avoid sounding nostalgic as your main evidence.

For improvement, focus on structure and support. Build a roadmap: (1) define the problem (what counts as misuse), (2) explain harms (fairness, learning, skill development, trust), (3) address counterarguments (accessibility benefits, tutoring, brainstorming, ESL support, workplace relevance), and (4) propose workable solutions (disclosure policies, process-based grading, in-class writing, version history, oral check-ins). Right now you move quickly from personal experience to broad predictions (“creativity dies”), which would be stronger if you grounded it in specific examples or credible sources (university policies, studies on learning, academic integrity research). Finally, edit for clarity and control: several sentences are run-ons and could be broken into shorter units to sharpen your logic and make your strongest points land.",388,2679,0.6809045226130653,0.9712,0.142,0.084,1,4,3,2,0.25773195876288657,1.0309278350515463,0.7731958762886598,0.5154639175257731
